epoch,loss,single_accuracy,val_loss,val_single_accuracy
0,222.21558925083704,0.0003600230414746544,205.1226768363161,0.0
1,198.9575687179917,0.0006840437788018433,161.14991520149815,0.0011402508551881414
2,156.43880775557136,0.00039602534562211984,89.6876615569964,0.0
3,109.4759785524711,0.0007560483870967742,44.83894180680626,0.0
4,75.73578856507754,0.0011880760368663595,29.5884648935281,0.0
5,56.950564705281764,0.0010800691244239632,26.661572811948805,0.0
6,47.51620948369602,0.0010440668202764977,25.664422269014295,0.0
7,41.35491497285904,0.0011160714285714285,24.706729501791663,0.0
8,35.84541588005382,0.0021241359447004607,23.644545943326527,0.0
9,30.539931174247496,0.0024481566820276496,22.73525473139033,0.005701254275940707
10,27.054422312617852,0.0029881912442396314,22.057362281338246,0.009122006841505131
11,25.1713161512454,0.004032258064516129,21.07365426832349,0.00798175598631699
12,23.704395825961768,0.004428283410138249,20.2905242163072,0.009122006841505131
13,22.3589635005195,0.004860311059907834,19.275782009894655,0.009122006841505131
14,21.27744873328143,0.00702044930875576,18.717229397294187,0.009122006841505131
15,20.237987799578548,0.007524481566820277,17.823282302717253,0.00798175598631699
16,19.390232152103827,0.0075964861751152074,16.979300158597454,0.02280501710376283
17,18.52904407659434,0.009720622119815668,16.291625432848523,0.00798175598631699
18,17.76102055492489,0.009180587557603686,15.743184014628115,0.00798175598631699
19,17.145313478285267,0.009720622119815668,15.247319448769025,0.00798175598631699
20,16.434918262991488,0.010224654377880185,14.606191070756728,0.00798175598631699
21,15.873595969468218,0.00986463133640553,13.938680418268984,0.03420752565564424
22,15.30992195683141,0.010296658986175116,13.490575219505597,0.043329532497149374
23,14.740132079146425,0.011088709677419355,12.935620050201939,0.04561003420752566
24,14.23941438648558,0.012600806451612902,12.582469158324848,0.046750285062713795
25,13.819865874980453,0.012888824884792626,12.228892102344822,0.04446978335233751
26,13.348366926342662,0.01238479262672811,11.945675528035876,0.039908779931584946
27,12.94050310504052,0.012564804147465438,11.380678208415294,0.03876852907639681
28,12.554445644677509,0.012996831797235023,11.123549771281713,0.04561003420752566
29,12.21583010414229,0.0127088133640553,10.60035748737296,0.04446978335233751
30,11.833866673131142,0.012456797235023041,10.681070262513112,0.046750285062713795
31,11.541797525871734,0.014544930875576036,10.128105478928326,0.04561003420752566
32,11.19681711021107,0.013428859447004608,9.978080927849904,0.036488027366020526
33,10.832732600550498,0.0146889400921659,9.651421008659197,0.005701254275940707
34,10.518798672109156,0.014400921658986175,9.403071617726726,0.03192702394526796
35,10.215913282561411,0.015228974654377881,9.17033371223963,0.011402508551881414
36,9.948393311918057,0.01476094470046083,8.697383379310947,0.04789053591790194
37,9.709784635201029,0.014400921658986175,8.5865931538111,0.019384264538198404
38,9.485492383280109,0.01576900921658986,8.495544158474477,0.04903078677309008
39,9.257678561496295,0.016777073732718892,8.072650541873179,0.04446978335233751
40,8.98809860818397,0.0166690668202765,7.766139027194259,0.046750285062713795
41,8.812364773816228,0.015877016129032258,7.641754353739652,0.04789053591790194
42,8.58469363291692,0.01594902073732719,7.331673905950044,0.04789053591790194
43,8.360999658909812,0.01735311059907834,7.33215674462313,0.04446978335233751
44,8.16444187999321,0.018001152073732717,7.226797955337925,0.04446978335233751
45,7.983739077220864,0.018001152073732717,7.036133324678567,0.04446978335233751
46,7.795249722520327,0.017965149769585253,6.812416843296864,0.04561003420752566
47,7.603017276333224,0.01926123271889401,6.697295222614075,0.04789053591790194
48,7.428081932155767,0.018325172811059907,6.569624461496978,0.04789053591790194
49,7.304121943662793,0.018433179723502304,6.3714427980620885,0.046750285062713795
50,7.133364366496213,0.018685195852534562,6.467717632872213,0.04218928164196123
51,7.000461928855439,0.01994527649769585,6.099707649126564,0.043329532497149374
52,6.869969128463675,0.020089285714285716,5.915051628273733,0.04218928164196123
53,6.670565801831434,0.02131336405529954,5.857625968915706,0.04218928164196123
54,6.572874176886774,0.019549251152073732,5.614326624940983,0.043329532497149374
55,6.4807000764504,0.01972926267281106,5.563086585280833,0.04561003420752566
56,6.297846639211277,0.020413306451612902,5.430865975035229,0.046750285062713795
57,6.202650773360433,0.022033410138248846,5.426481915172721,0.04446978335233751
58,6.054770026888166,0.021493375576036866,5.2924174392508805,0.043329532497149374
59,5.979598901238859,0.02026929723502304,5.14473171081891,0.04218928164196123
60,5.8735439392828175,0.02210541474654378,5.006655446208053,0.04446978335233751
61,5.803188083358624,0.020917338709677418,4.959261669128487,0.04903078677309008
62,5.685384184534099,0.022285426267281108,4.802582083433493,0.04789053591790194
63,5.573984813030964,0.020701324884792628,4.677050459480069,0.0330672748004561
64,5.515914840082968,0.022357430875576036,4.722648070366923,0.04789053591790194
65,5.420274568592898,0.021673387096774195,4.619930206981733,0.04903078677309008
66,5.328567556521859,0.022141417050691243,4.561979071444226,0.046750285062713795
67,5.247783882826704,0.022933467741935484,4.444780298622331,0.04218928164196123
68,5.180965441163234,0.022033410138248846,4.439577622451695,0.04903078677309008
69,5.1283119427993,0.023545506912442397,4.386976262182847,0.04903078677309008
70,5.05870834583511,0.022681451612903226,4.337629592269149,0.04903078677309008
71,4.987320367092361,0.024049539170506912,4.29408862463017,0.04218928164196123
